TickerSymbol,year,cusip
ASPX,2014,05211J102
KING,2014,G5258J109
XNET,2014,98419E108
RYI,2014,783754104
GBIM,2014,37957B100
WK,2014,98139A105
QTWO,2014,74736L109
CNXR,2014,20786J106
CMCM,2014,163075104
IMDZ,2014,45252L103
AXTA,2014,G0750C108
RIGP,2014,Y8977Y100
EVARF,2014,G55598109
PCTY,2014,70438V106
ARDX,2014,039697107
NRXGQ,2014,640667101
OPWR,2014,68375Y109
VTAE,2014,92847N103
INGN,2014,45780L104
IRMD,2014,46266A109
NAP,2014,Y62134104
VA,2014,92765X208
IMS,2014,44970B109
AMPH,2014,03209R103
FWP,2014,34986J204
CDNA,2014,14167L103
ALDX,2014,01438T106
QURE,2014,N90064101
FGEN,2014,31572Q808
RDUS,2014,750469207
HUBS,2014,443573100
REPH,2014,75629F109
AFMD,2014,N01045108
NVRO,2014,64157F103
RESN,2014,76118L102
RICE,2014,762760106
CALA,2014,13089P101
VTTI,2014,Y9384M101
AGTC,2014,03820J100
GLMD,2014,M47238106
LOCO,2014,268603107
HSGX,2014,43358V109
SHLX,2014,822634101
AACH,2014,000307108
ANET,2014,040413106
YDLE,2014,98600P201
AKAOQ,2014,004449104
SCYX,2014,811292101
BRDR,2014,09970L100
LMNS,2014,M6778Q121
AKBA,2014,00972D105
RUBI,2014,78112V102
SEMI,2014,Y8213L102
WB,2014,948596101
PRAH,2014,69354M108
TRUE,2014,89785L107
RMP,2014,762819100
MOBL,2014,60739U204
DPLO,2014,25456K101
LOXO,2014,548862101
NLTX,2014,64049K104
AGRX,2014,00847L100
GNCA,2014,372427401
TEDU,2014,876108101
GBSNQ,2014,39013L882
TGEN,2014,87876P201
LQ,2014,50420D108
MBUU,2014,56117J100
NWHM,2014,645370107
TRIV,2014,89685A102
CRCM,2014,141633107
DERM,2014,24983L104
CARA,2014,140755109
CBPX,2014,211171103
TNET,2014,896288107
EHIC,2014,26853A100
UPLD,2014,91544A109
EGRX,2014,269796108
PBFX,2014,69318Q104
PRTO,2014,74371L109
SKYS,2014,83084J202
IBP,2014,45780R101
AY,2014,G0751N103
ENBL,2014,292480100
TERP,2014,88104R209
MOMO,2014,60879B107
CORI,2014,21887L107
AVOL,2014,G52237107
PARNF,2014,Q73622104
MRNS,2014,56854Q101
GLYC,2014,38000Q102
SIEN,2014,82621J105
XENT,2014,46071F103
RWLK,2014,M8216Q200
CHRS,2014,19249H103
INNL,2014,G4783X105
FRPT,2014,358039105
CIVI,2014,17887R102
PRQR,2014,N71542109
ARGSQ,2014,040221202
SMLR,2014,81684M104
HDP,2014,440894103
SFS,2014,83190B101
SESN,2014,817763105
FLXN,2014,33938J106
DRNA,2014,253031108
BIOC,2014,09072V402
ZCOR,2014,98986F108
VSLR,2014,92854Q106
GRUB,2014,400110102
TOUR,2014,89977P106
MTLS,2014,57667T100
KITE,2014,49803L109
TSQ,2014,892231101
EYES,2014,81362J209
RSPP,2014,74978Q105
DSKY,2014,45173K101
FELPQ,2014,34552U104
FRSH,2014,698814100
RVNC,2014,761330109
QTNT,2014,G73268107
HIVE,2014,007786106
GLOP,2014,Y2687W108
XENE,2014,98420N105
GLOB,2014,L44385109
VRNS,2014,922280102
MRD,2014,58605Q109
SPKE,2014,846511103
ATEN,2014,002121101
ZFGN,2014,98885E103
ALDR,2014,014339105
ZOES,2014,98979J109
USDP,2014,903318103
TTOO,2014,89853L104
OEC,2014,L72967109
MOLGY,2014,60845Q105
ZPIN,2014,98954L103
TSE,2014,L9340P101
MBLY,2014,N51488117
NORD,2014,G6583A102
ADVM,2014,00773U108
MTBC,2014,55378G102
QUOT,2014,749119103
ROKA,2014,83587V108
ATTO,2014,L0427L105
JD,2014,47215P106
MPG,2014,59116R107
TUBE,2014,898570106
CFRX,2014,212326300
TWOU,2014,90214J101
OTIC,2014,68906L105
BLCM,2014,079481404
MCUR,2014,M67872107
JMEI,2014,48138L206
ASPN,2014,04523Y105
NEP,2014,65341B106
EARS,2014,G07025201
PAYC,2014,70432V102
NERV,2014,603380106
AMBR,2014,02318Y108
MDWD,2014,M68830104
W,2014,94419L101
TRVN,2014,89532E109
SAGE,2014,78667J108
STDY,2015,M84920103
FDC,2015,32008D106
ZYNE,2015,98986X109
GLBL,2015,88104M101
RGNX,2015,75901B107
CDRBQ,2015,19200J106
RUN,2015,86771W105
CCRC,2015,G2118P102
AIMT,2015,00900T107
CDTX,2015,171757107
HTGM,2015,40434H104
PGND,2015,74113L102
PEN,2015,70975L107
BSM,2015,09225M101
LIFE,2015,002120202
KRNT,2015,M6372Q113
BPMC,2015,09627Y109
CPPL,2015,198281107
NK,2015,63016Q102
INST,2015,45781U103
GBT,2015,37890U108
RTTR,2015,767836307
RPD,2015,753422104
CLCD,2015,19716T101
ZSAN,2015,98979H202
SGRY,2015,86881A100
KMPH,2015,488445107
SUM,2015,86614U100
MB,2015,60255W105
FLKS,2015,33938A105
EVH,2015,30050B101
EVA,2015,29414J107
ACRS,2015,00461U105
COLL,2015,19459J104
FENX,2015,31446L100
JP,2015,48205B107
ENTL,2015,29363K105
XBIT,2015,98400H102
WING,2015,974155103
TDOC,2015,87918A105
MIME,2015,G14838109
CHEK,2015,M2361E203
VYGR,2015,92915B106
MTCH,2015,57665R106
VKTX,2015,92686J106
CCR,2015,20855T100
NTRA,2015,632307104
CTMX,2015,23284F105
WVE,2015,Y95308105
NBRV,2015,G63637105
IOTS,2015,00687D101
BUFF,2015,09531U102
AVGR,2015,053734604
SHAK,2015,819047101
MXPT,2015,57777M201
MCRB,2015,81750R102
APPF,2015,03783C100
GPP,2015,393221106
GDDY,2015,380237107
UNVR,2015,91336L107
AAAP,2015,00790T100
VTVT,2015,918385105
SQ,2015,852234103
APIC,2015,03765N108
NEOS,2015,64052L106
SHOP,2015,82509L107
TRU,2015,89400J107
AQMS,2015,03837J101
FORK,2015,G3729B102
NVET,2015,G6503X109
NVCR,2015,G6674U108
INOV,2015,45781D101
SRRA,2015,82640U404
ASND,2015,04351P101
MYOK,2015,62857M105
CATB,2015,14875P206
XCOM,2015,98415E300
CAFD,2015,282539105
BKI,2015,09215C105
NVTA,2015,46185L103
YECO,2015,988497103
AXSM,2015,05464T104
GI,2015,29272U103
ADRO,2015,00739L101
GNRT,2015,Y26889108
BZUN,2015,06684L103
ONCE,2015,84652J103
BLPH,2015,078771300
RKDA,2015,039014204
IVTY,2015,46187J205
ETSY,2015,29786A106
BOJA,2015,097488100
CHMA,2015,16706W102
OPGN,2015,68373L307
BOX,2015,10316T104
AXGT,2015,G0750W203
TANH,2015,G8675X107
LNTH,2015,516544103
PMTS,2015,12634H200
JAGX,2015,47099E938
PLNT,2015,72703H101
PTXP,2015,709311104
PRTY,2015,702149105
ALRM,2015,011642105
CFMS,2015,20717E101
GKOS,2015,377322102
MCRN,2015,59870L106
CBYL,2015,141384107
LENSF,2015,G7234P100
TCON,2015,89237H209
ADSW,2016,00790X101
GWRS,2016,379463102
BOLD,2016,05070R104
TWLO,2016,90138F102
MRAM,2016,30041T104
IRTC,2016,450056106
TPB,2016,90041L105
TRVG,2016,89686D105
COE,2016,16954L105
MBRX,2016,60855D101
PI,2016,453204109
OBLN,2016,67424L209
SRTS,2016,81728J109
ARA,2016,029227105
WAAS,2016,G0443N107
TUSK,2016,56155L108
BGNE,2016,07725L102
NH,2016,630104107
PAVM,2016,70387R106
KDMN,2016,48283N106
HEBT,2016,G4418R101
GDS,2016,36165L108
PTGX,2016,74366E102
ACIU,2016,H00263105
MRUS,2016,N5749R100
RETA,2016,75615P103
APTI,2016,03835C108
SYRS,2016,87184Q107
EVBG,2016,29978A104
NTLA,2016,45826J105
ACIA,2016,00401C108
NOVN,2016,66988N106
PLSE,2016,74587B101
MEDP,2016,58506Q109
SELB,2016,816212104
BL,2016,09239B109
RRR,2016,75700L108
CLSD,2016,185063104
NBLX,2016,65506L105
ICHR,2016,G4740B105
EDIT,2016,28106W103
RARX,2016,74933V108
GOLF,2016,005098108
APFH,2016,00782L107
USFD,2016,912008109
PTHN,2016,N6865W105
TTD,2016,88339J105
ATKR,2016,047649108
AIRG,2016,00938A104
PZRXQ,2016,71723F103
AZRE,2016,V0393H103
COTV,2016,22164K101
TCMD,2016,87357P100
CRVS,2016,221015100
SNDX,2016,87164F105
POLA,2016,73102V105
SBPH,2016,849431101
SNES,2016,81720R208
AVXS,2016,05366U100
ATOM,2016,04965B100
TPIC,2016,87266J104
ELF,2016,26856L103
SCWX,2016,81374A105
AGLE,2016,00773J103
DESP,2017,G27358103
NCNA,2017,67022C106
QD,2017,747798106
NDRA,2017,29273B104
FINV,2017,31810T101
BHVN,2017,G11196105
REVG,2017,749527107
SOGO,2017,83409V104
JELD,2017,47580P103
ALTR,2017,021369103
SNDR,2017,80689H102
GTHX,2017,3621LQ109
JNCE,2017,481116101
AKCA,2017,00972L107
NEWA,2017,G64335105
JAG,2017,47009K107
WTTR,2017,81617J301
NEX,2017,65290C105
ATXI,2017,05360L205
RNGR,2017,75282U104
RYB,2017,74979W101
PQG,2017,73943T103
BEST,2017,08653C106
CSSE,2017,16842Q100
EEX,2017,29103W104
BEDU,2017,109199109
IFRX,2017,N44821101
ALRN,2017,00887A105
FNKO,2017,361008105
TOCA,2017,888846102
XRF,2017,16953Q204
LOMA,2017,54150E104
JT,2017,47738D101
HCC,2017,93627C101
AQ,2017,03842Q108
SEND,2017,816883102
YOGA,2017,986005106
LFIN,2017,54304F106
CVNA,2017,146869102
SNAP,2017,83304A106
KIDS,2017,68752L100
METC,2017,75134P303
SOI,2017,83418M103
AM.2,2017,03673L103
FEDU,2017,35101A101
PSDO,2017,74102M103
DCPH,2017,24344T101
KALA,2017,483119103
FSCT,2017,34553D101
QTRX,2017,74766Q101
HESM,2017,428103105
ZLAB,2017,98887Q104
SWCH,2017,87105L104
BAND,2017,05988J103
VERI,2017,92347M100
LAUR,2017,518613203
ASNS,2017,042873109
PETZ,2017,G87084102
CELC,2017,15102K100
OVID,2017,690469101
SCPH,2017,810648105
APPN,2017,03782L101
REDU,2017,76761L102
ACMR,2017,00108J109
ZKIN,2017,G9892K100
ROKU,2017,77543R102
OPTN,2017,68404V100
SNNAQ,2017,82622H108
ASV,2017,00215L104
OBSV,2017,H5861P103
RETO,2017,G75271109
APRN,2017,09523Q200
CLXT,2017,13173L107
KRYS,2017,501147102
ANAB,2017,032724106
CMTA,2017,185575107
MULE,2017,625207105
CASA,2017,14713L102
BOXL,2017,103197109
FBM,2017,350392106
BYSI,2017,G10830100
EYE,2017,63845R107
DNLI,2017,24823R105
LX,2017,528877103
KRP,2017,49435R102
SAIL,2017,78781P105
CODX,2017,189763105
ATNX,2017,04685N103
SPRO,2017,84833T103
PETQ,2017,71639T106
ALNA,2017,018119107
HX,2017,428295109
VNTR,2017,G9329Z100
ODT,2017,676079106
SECO,2017,81367P101
PIXY,2017,82452L203
PUMP,2017,74347M108
WOW,2017,96758W101
NETS,2017,G6455X107
MRSN,2017,59045L106
FND,2017,339750101
RYTM,2017,76243J105
CARG,2017,141788109
OMP,2017,67420T206
FAT,2017,30258N105
TNTRQ,2017,88770Q105
BPMP,2017,0556EL109
APLS,2017,03753U106
SSTI,2017,82536T107
JG,2018,051857100
TC,2018,89856T104
ONE,2018,68276W103
MOGU,2018,608012100
IQ,2018,46267X108
ENTX,2018,M40527109
BV,2018,10948C107
DNJR,2018,G4027R104
LEGH,2018,52472M101
MESA,2018,590479135
TCDA,2018,89610F101
RMED,2018,74933X104
PRVB,2018,74374N102
CBLK,2018,14081R103
AXNX,2018,05465P101
ARDS,2018,040334104
AGMH,2018,G0132V105
BILI,2018,090040106
BNGO,2018,09075F107
ETTX,2018,293614103
OSS,2018,68247W109
XERS,2018,98422L107
TLRY,2018,88688T100
SURF,2018,86877M209
VCNX,2018,918640103
AVLR,2018,05338G106
PRNB,2018,74257L108
UROV,2018,G9381B108
TORC,2018,76133L103
ARMO,2018,04225U104
APM,2018,G6096M106
SLGL,2018,M8694L103
CAAP,2018,L1995B107
CTK,2018,21718L102
HUD,2018,G46408103
STNE,2018,G85158106
MNLO,2018,586858102
UBX,2018,91381U101
NTGN,2018,64050Y100
HYRE,2018,44916T107
IIIV,2018,46571Y107
BE,2018,093712107
KZR,2018,49372L100
MSC,2018,86389T106
EOLS,2018,30052C107
ECOR,2018,28531P103
HUYA,2018,44852D108
ARCE,2018,G04553106
LTHM,2018,53814L108
EIDX,2018,28249H104
ESTA,2018,G31249108
BJ,2018,05550J101
VRCA,2018,92511W108
KOD,2018,50015M109
SONO,2018,83570H108
LAIX,2018,50736W105
FAMI,2018,G33277107
TBLT,2018,89157G504
EVER,2018,30041R108
KNSA,2018,G5269C101
PRT,2018,714254109
EQ,2018,29446K106
NINE,2018,65441V101
PHAS,2018,717224109
GTES,2018,G39108108
NEW,2018,74704P108
CANG,2018,137586103
HJLI,2018,41015N106
ALLK,2018,01671P100
PDD,2018,722304102
FTSI,2018,30283W104
PAGS,2018,G68707101
EVLO,2018,299734103
BTAI,2018,09075P105
AUTL,2018,05280R100
SVMK,2018,78489X103
OSMT,2018,G6S41R101
CRNX,2018,22663K107
GMDA,2018,M47364100
RCUS,2018,03969F109
ADT,2018,00090Q103
TME,2018,88034P109
CLPS,2018,G31642104
VIOT,2018,92762J103
CHRA,2018,15957P105
ADIL,2018,00688A106
AVRO,2018,05455M100
XSPL,2018,984163105
SWI,2018,83417Q105
TENB,2018,88025T102
QES,2018,74875T103
CUE,2018,22978P106
ZS,2018,98980G102
MGTA,2018,55910K108
GH,2018,40131M109
ARLO,2018,04206A101
MGTX,2018,G59665102
GHG,2018,39579V100
NIU,2018,65481N100
SRRK,2018,80706P103
COLD,2018,03064D108
ITRM,2018,G6333L101
BRY,2018,08579X101
IPICQ,2018,46263D106
UMRX,2018,903214104
EB,2018,29975E109
DBX,2018,26210C104
FTCH,2018,30744W107
YMAB,2018,984241109
FIXX,2018,438083107
GRTS,2018,39868T105
LQDA,2018,53635D202
MRNA,2018,60770K107
ORTX,2018,68570P101
CDLX,2018,14161W105
AQST,2018,03843E104
STIM,2018,64131A105
WISA,2018,86633R203
RUBY,2018,78116T103
ALLO,2018,019770106
THOR,2018,87167A103
UXIN,2018,91818X108
LOGC,2018,54142F102
HMI,2018,44331K103
ETON,2018,29772L108
EAF,2018,384313508
MOTS,2018,62014P108
UPWK,2018,91688F104
QFIN,2018,88557W101
ROAD,2018,21044C107
SIBN,2018,825704109
INSP,2018,457730109
EVOP,2018,26927E104
QTT,2018,74915J107
ELAN,2018,28414H103
GNPX,2018,372446104
EYEN,2018,30234E104
CNST,2018,210373106
FTSV,2018,34983P104
OPRA,2018,68373M107
ARVN,2018,04335A105
PT,2018,72352G107
SLDB,2018,83422E105
YETI,2018,98585X104
STRO,2018,869367102
VAPO,2018,922107107
LASR,2018,65487K100
SMAR,2018,83200N103
JRSH,2018,47632P101
AGS,2018,72814N104
USX,2018,90338N202
WHD,2018,127203107
TBIO,2018,89374L104
PGNY,2019,74340E103
NXTC,2019,65343E108
KRKR,2019,88429K103
RUHN,2019,781314109
NET,2019,18915M107
IDYA,2019,45166A102
PSNL,2019,71535D106
PTON,2019,70614W100
SDC,2019,83192H106
ATIF,2019,G0602B100
SLGG,2019,86804F202
PING,2019,72341T103
ADPT,2019,00650F109
YJ,2019,98873N107
BCYC,2019,088786108
PBTS,2019,G72007100
KRTX,2019,48576A100
ALEC,2019,014442107
STOK,2019,86150R107
TRVI,2019,89532M101
EH,2019,26853E102
LEVI,2019,52736R102
LMPX,2019,53952P101
DOYU,2019,25985W105
PHR,2019,71944F106
REAL,2019,88339P101
SITM,2019,82982T106
MORF,2019,61775R105
GNLN,2019,395330103
MKD,2019,60852L106
LK,2019,54951L109
JMIA,2019,48138M105
FREQ,2019,35803L108
WAFU,2019,G94184101
AKRO,2019,00973Y108
BRBR,2019,079823100
PHAT,2019,71722W107
INMB,2019,45782T105
TFFP,2019,87241J104
YAYO,2019,985294107
BYND,2019,08862E109
AVTR,2019,05352A100
PLIN,2019,G21621100
GSX,2019,36257Y109
TMDX,2019,89377M109
CMBM,2019,G17766109
CABA,2019,12674W109
MNRL,2019,10918L103
CNTG,2019,N1976T109
KRUS,2019,501270102
DAO,2019,98741T104
MWK,2019,608189106
SWTX,2019,85205L107
LYFT,2019,55087P104
HARP,2019,41358P106
FULC,2019,359616109
DDOG,2019,23804L103
HOTH,2019,44148G105
NFE,2019,644393100
DTIL,2019,74019P108
MOHO,2019,27888P104
CHWY,2019,16679L109
MEC,2019,578605107
APRE,2019,03836J102
BBIO,2019,10806X102
TPTX,2019,90041T108
MDLA,2019,584021109
SONM,2019,83548F101
PINS,2019,72352L106
INDO,2019,G4760X102
AVDR,2019,05355N109
NOVA,2019,86745K104
SPT,2019,85209W109
NVST,2019,29415F104
PRVL,2019,74140Y101
SCPL,2019,809087109
AXLA,2019,05454B105
IMAC,2019,44967K104
GRTX,2019,36338D108
KLDO,2019,483347100
IGMS,2019,449585108
XGN,2019,30068X103
CNSP,2019,18978H102
FSLY,2019,31188V100
CRWD,2019,22788C105
WSG,2019,93368R101
CHNG,2019,15912K100
HAPP,2019,G4289N114
HCAT,2019,42225T107
MNPR,2019,61023L108
ETNB,2019,282559103
NGM,2019,62921N105
GOSS,2019,38341P102
RTLR,2019,75419T103
HOOK,2019,43906K100
BNTX,2019,09075V102
MIRM,2019,604749101
PD,2019,69553P100
VIR,2019,92764N102
FUTU,2019,36118L106
CRTX,2019,22053A107
TUFN,2019,M8893U102
AFYA,2019,G01125106
TCRR,2019,87808K106
OYST,2019,69242L106
PSN,2019,70202L102
APLT,2019,03828A101
LVGO,2019,539183103
MIST,2019,59935V107
MITO,2019,85789A105
HHR,2019,42207L106
SILK,2019,82710M100
VIE,2019,926613100
TELA,2019,872381108
UBER,2019,90353T100
DT,2019,268150109
FVRR,2019,M4R82T106
BCEL,2019,04965G109
RVLV,2019,76156B107
RAPT,2019,75382E109
SWAV,2019,82489T104
SE,,81141R100
AVGTF,,N07831105
CIEIQ,,19075F304
O57,,Y6476R105
STRI,,78478V209
ZUO,,98983V106
BFRM,,09065G107
GRO,,00850H103
LEDS,,816645204
MTC,,G6181K106
ELMD,,285409108
MFRM,,57722W106
BURL,,122017106
VSI,,92849E101
CLDR,,18914U100
VNCE,,92719W207
CERU,,15708Q105
TBET,,G88615102
GEMP,,36870A108
OKTA,,679295105
THLD,,885807206
DOCU,,256163106
VEEV,,922475108
DTEA,,238661102
OOMA,,683416101
ADHD,,M2239P109
CNVAF,,N20947102
ENZY,,M4059L101
NED,,65487R303
CSIQ,,136635109
CPIX,,230770109
TEAM,,G06242104
TCS,,210751103
VRUS,,71715N106
TEA,,87819P102
RCON,,G7415M124
VRA,,92335C106
DOMO,,257554105
OMTH,,68217A103
TNK,,Y8565N300
OLLI,,681116109
MDSO,,58471A105
FOTV,,30258D107
SLT,,859737207
RALY,,751198102
EDGE,,279870109
WMS,,00790R104
DMAN,,24802R506
LOVE,,54738L109
CAN,,134748102
CLU,,151169109
CVLT,,204166102
DCP,,26817C101
NVLS,,65481J109
THR,,88606N102
STVVY,,16938G107
OMER,,682143102
CLDN,,15117E107
MOBI,,83084G109
LULU,,550021109
TWST,,90184D100
MCFT,,57637H103
SKH,,83066R107
PLAN,,03272L108
MANU,,G5784H106
NKA,,654678101
SY,,83356Q108
TRNX,,N87237108
CLWR,,18538Q105
PINC,,74051N102
SFIX,,860897107
COUP,,22266L106
ACOM,,032803108
NMBL,,65440R101
EVHC,,29413U103
AZRX,,05502L105
MPSX,,G6331W109
TXG,,88025U109
MDB,,60937P106
H,,448579102
TLYS,,886885102
XTLY,,98386L101
CUDA,,068323104
WARR,,936258102
SKIS,,70469L100
RNF,,760113100
ATEC,,02081G201
RLD,,75604L105
GO,,39874R101
RH,,74967X103
PROJ,,24784L105
DG,,256677105
VTL,,92847R104
RACE,,N3167Y103
INVN,,46123D205
PCS,,591708102
CERC,,15671L109
ARD,,L0223L101
ST,,G8060N102
HCCI,,42726M106
OPTM,,68402T107
BIOF,,09064Y307
COVS,,22357R103
ARMK,,03852U106
MRT,,619430101
KONE,,49699Q931
ZAYO,,98919V105
NGL,,62913M107
KAR,,48238T109
ENOC,,292764107
ULTA,,90384S303
BODY,,09689U201
LZENF,,G55329109
BIOD,,09064M204
EXPR,,30219E103
P,,698354107
STSA,,80405P107
SITE,,82982L103
SDR,,80007V106
BILL,,090043100
MIRN,,60470J103
FRTA,,34960W106
USAC,,90290N109
FOGO,,344177100
MPO,,59804T407
SHOR,,825211105
CPRI,,G1890L107
TNDM,,64125E105
DAC,,Y1968P121
SFSF,,864596101
DPRX,,25456J104
BAH,,099502106
ADAP,,00653A107
NLNK,,651511107
RTGN,,783330103
TRGT,,87611R306
HDS,,40416M105
EVEP,,26926V107
FIVE,,33829M101
GSAT,,378973408
AMID,,02752P100
EOPN,,29788A104
PSTG,,74624M102
AONEQ,,03739T108
NEOT,,64066G101
MEDH,,58403T107
VRSK,,92345Y106
RA,,750753402
DRYS,,Y2109Q705
WDAY,,98138H101
EDMCQ,,28140M103
XPLR,,983950700
TKAI,,88907J107
NIO,,62914V106
LBRT,,53115L104
ENVI,,29413T106
AUTH,,052660107
SEM,,81619Q105
MSDI,,61199B934
AMBA,,G037AX101
SWFT,,87074U101
SIRT,,82968A105
TMH,,87817A107
SCR,,82859P104
SGNL,,826640203
TZYM,,89413J102
CAVM,,14964U108
AQUA,,30057T105
GNET,,37947B103
JILL,,46620W102
UI,,90353W103
TOO,,Y8565J101
GMS,,36251C103
NSPH,,63009F204
QTNA,,74766D100
SB,,Y7388L103
LIMS,,M8484K109
REPL,,76029N106
SOL,,75971T301
SPWH,,84920Y106
ESTC,,N14506104
SXTC,,G2161P108
TRITF,,G9103F106
RUE,,781295100
TLLP,,88160T107
WRD,,96812T102
QSR,,76131D103
WES,,958187106
CTLT,,148806102
SD,,80007P869
CSTL,,14843C105
TYHT,,90184D100824567200
HAIR,,76133C103
FRAN,,351793203
TRFC,,892717109
ORPN,,M20156127
NOA,,656811106
ITEK,,45780V102
DM,,26443R100
DOGZ,,G2788T103
TITN,,88830R101
HTZ,,42806J106
TRHC,,873379101
INMD,,M5425M103
HOME,,04650Y100
CPC,,163868102
XNY,,16999G939
HLG,,40522L108
RDA,,749394102
NEWR,,64829B100
TLND,,874224207
DLTH,,26443V101
BHAT,,G1329V106
YEXT,,98585N106
ICLK,,45113Y104
OESX,,686275108
TSL,,89628E104
